Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
running,2018-12-02 06:12:59,false,"Greeley Running","9.11","1,445","01:30:03","148","165","4.6","173","220","9:53","8:54","175","151","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
treadmill_running,2018-12-01 08:19:00,false,"Treadmill Running","3.71","818","00:40:00","--","--","--","--","--","10:47","10:43","793","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-29 04:00:37,false,"Greeley Running","6.52","1,040","01:02:59","153","186","4.3","169","188","9:39","7:23","132","141","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-11-27 05:14:47,false,"Greeley Running","5.16","760","00:49:06","147","176","3.6","167","192","9:31","6:36","44","55","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","20","0.0"
running,2018-11-25 06:16:28,false,"Greeley Running","8.84","1,356","01:30:02","143","163","3.8","171","180","10:11","8:26","215","211","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
treadmill_running,2018-11-24 08:09:06,false,"Poncitlán Treadmill Running","4.39","731","00:44:26","--","--","--","--","--","10:07","8:20","428","287","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-22 05:57:41,false,"Greeley Running","6.61","1,066","01:03:38","155","182","4.5","170","186","9:37","7:18","131","131","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-11-21 05:24:03,false,"Greeley Running","4.55","660","00:44:16","139","157","3.3","172","180","9:43","7:58","85","81","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-11-20 05:35:14,false,"Greeley Running","4.57","661","00:43:40","145","173","3.4","165","192","9:33","6:28","45","52","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","15","0.0"
treadmill_running,2018-11-18 07:52:22,false,"Morning treadmill run","6.31","967","01:15:18","--","--","--","--","--","11:56","--","1,204","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
treadmill_running,2018-11-17 05:03:40,false,"Morning Treadmill Run","3.17","643","00:30:00","--","--","--","--","--","9:27","9:05","272","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-15 05:04:04,false,"Greeley Running","6.06","953","01:01:21","148","176","3.7","167","182","10:07","7:36","154","150","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
treadmill_running,2018-11-14 07:22:00,false,"Bonneville County Other","3.00","573","00:29:51","120","176","--","--","--","9:57","9:14","308","289","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-13 05:38:07,false,"Greeley Running","3.44","510","00:33:44","144","170","3.2","168","190","9:48","6:21","34","35","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-11-11 05:37:29,false,"Greeley Running","6.49","1,014","01:02:27","152","171","4.4","168","176","9:38","8:20","123","124","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
treadmill_running,2018-11-10 13:01:57,false,"Aberdeenshire Other","3.00","611","00:30:09","--","--","--","--","--","10:04","10:00","222","68","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-08 05:29:31,false,"Greeley Running","2.01","296","00:19:57","138","155","2.6","170","178","9:54","8:56","43","33","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2018-11-04 10:08:00,true,"New York City Marathon","26.20","5,613","05:08:58","162","184","5.0","161","226","11:48","7:53","522","553","0.83","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","26","0.0"
running,2018-10-31 05:38:53,false,"Greeley Running","2.02","359","00:20:38","143","156","2.8","170","178","10:14","9:18","51","48","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2018-10-30 05:32:48,false,"Greeley Running","3.83","613","00:35:41","147","174","3.3","170","192","9:18","6:02","31","51","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-10-28 06:26:50,false,"Greeley Running","8.01","1,302","01:23:08","139","159","3.2","171","180","10:23","8:52","253","270","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-10-27 06:06:45,false,"Greeley Running","4.01","672","00:38:40","143","160","3.4","171","182","9:38","8:11","116","130","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-25 05:31:25,false,"Greeley Running","3.37","558","00:30:02","152","170","3.5","176","190","8:55","7:29","66","59","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-10-24 05:30:14,false,"Greeley Running","4.02","643","00:40:09","136","155","3.0","169","178","10:00","8:54","57","77","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-23 05:30:45,false,"Greeley Running","6.01","947","00:59:29","138","158","3.3","171","180","9:54","8:21","129","145","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-10-21 05:57:39,false,"Greeley Running","12.01","1,516","02:09:40","129","153","2.9","169","178","10:48","8:41","236","255","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
running,2018-10-20 05:57:34,false,"Greeley Running","4.01","522","00:42:22","123","136","2.0","168","176","10:34","8:54","76","91","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-19 05:29:15,false,"Greeley Running","5.15","791","00:50:11","141","166","3.4","170","188","9:45","7:53","152","162","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-10-17 05:23:13,false,"Greeley Running","5.01","803","00:48:43","145","159","3.6","173","180","9:43","8:39","125","131","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-10-16 05:14:34,false,"Greeley Running","8.01","1,471","01:19:24","159","178","5.0","173","186","9:55","8:26","205","205","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-10-15 05:23:36,false,"Greeley Running","5.02","835","00:48:31","150","165","3.9","173","186","9:40","8:49","133","133","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-10-11 16:15:59,false,"Washington Running","5.03","1,068","00:53:24","163","190","5.0","167","180","10:37","8:03","59","59","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-10-10 05:21:28,false,"Greeley Running","5.02","850","00:49:56","145","174","3.6","174","192","9:57","8:07","110","116","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-10-09 04:35:56,false,"Greeley Running","10.01","1,569","01:39:31","143","168","3.9","170","226","9:56","8:30","201","194","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-10-07 06:07:50,false,"Greeley Running","12.01","1,952","02:10:22","142","156","3.3","169","186","10:51","8:16","306","297","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
running,2018-10-06 05:41:56,false,"Greeley Running","6.02","994","01:01:17","141","159","3.5","170","224","10:11","9:08","140","136","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-10-04 17:08:20,false,"Greeley Running","5.98","891","01:02:17","135","166","3.1","167","179","10:25","8:13","20","20","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-10-03 06:00:27,false,"Greeley Running","5.01","755","00:55:13","129","147","2.7","166","176","11:01","9:06","118","124","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-10-02 05:30:38,false,"Greeley Running","6.01","840","01:06:16","128","147","2.3","167","176","11:01","7:41","154","131","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-09-30 07:31:22,false,"Greeley Running","20.01","3,328","03:37:14","147","177","5.0","168","241","10:51","9:15","108","178","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","21","0.0"
running,2018-09-29 04:30:24,false,"Orem Running","10.03","1,892","01:52:23","151","176","4.6","164","186","11:13","8:59","713","592","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-09-27 05:39:03,false,"Greeley Running","5.05","911","00:57:35","144","177","3.4","156","224","11:24","7:20","239","283","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","17","0.0"
running,2018-09-26 05:12:06,false,"Greeley Running","5.01","728","00:54:30","128","143","2.4","168","179","10:53","9:01","168","176","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-09-25 05:39:16,false,"Greeley Running","10.03","1,673","01:44:31","145","162","3.9","172","182","10:25","8:16","229","216","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-09-23 06:10:52,false,"Greeley Running","12.01","1,949","02:09:13","141","183","3.6","168","178","10:46","9:20","334","268","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
running,2018-09-22 06:39:52,false,"Greeley Running","6.01","1,015","01:02:58","142","175","3.6","169","176","10:28","8:38","143","114","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-09-20 05:33:25,false,"Greeley Running","6.28","1,077","01:07:31","147","179","3.7","163","218","10:45","7:02","105","154","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","18","0.0"
running,2018-09-19 05:29:57,false,"Greeley Running","5.01","650","00:59:07","120","137","2.1","164","186","11:48","9:51","176","164","0.83","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-09-18 05:28:27,false,"Greeley Running","6.02","912","01:02:42","135","160","3.2","169","180","10:25","8:24","155","146","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-09-16 05:58:39,false,"Greeley Running","20.02","3,328","03:59:55","139","171","4.0","166","177","11:59","10:18","171","131","0.81","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","21","0.0"
running,2018-09-15 06:09:43,false,"Greeley Running","10.03","1,598","01:49:25","139","158","3.3","169","178","10:54","9:16","250","214","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-09-13 05:17:48,false,"Greeley Running","4.49","634","00:46:40","133","163","3.0","170","186","10:23","7:58","72","109","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-09-12 05:27:36,false,"Greeley Running","5.02","716","00:54:25","127","148","2.5","166","177","10:51","8:38","113","159","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-09-11 05:36:27,false,"Greeley Running","10.01","1,431","01:49:32","133","153","2.9","169","184","10:56","6:58","242","205","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-09-10 05:27:43,false,"Greeley Running","4.01","542","00:46:57","122","134","2.0","165","174","11:42","10:12","84","120","0.84","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-09-09 05:44:27,false,"Greeley Running","19.01","3,128","03:42:01","142","175","4.7","165","223","11:41","9:16","540","473","0.84","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","20","0.0"
running,2018-09-08 06:07:13,false,"Greeley Running","9.01","1,587","01:30:24","155","175","5.0","168","178","10:02","8:41","237","195","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
running,2018-09-06 05:14:41,false,"Greeley Running","4.57","751","00:52:35","138","186","3.2","157","186","11:30","7:34","250","280","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","15","0.0"
running,2018-09-05 05:27:16,false,"Greeley Running","4.01","524","00:49:09","119","145","2.0","160","238","12:16","9:18","68","103","0.82","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-09-04 05:09:15,false,"Greeley Running","9.01","1,300","01:42:25","132","149","2.9","166","182","11:22","7:53","222","187","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
running,2018-09-03 06:28:29,false,"Greeley Running","3.01","393","00:33:58","121","131","1.8","162","169","11:17","10:14","30","79","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-09-02 06:43:28,false,"Greeley Running","14.01","2,869","02:40:18","158","180","5.0","168","178","11:27","9:39","366","399","0.84","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","15","0.0"
running,2018-09-01 05:54:14,false,"Greeley Running","7.01","1,282","01:14:00","150","172","4.5","166","173","10:33","8:27","135","85","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-08-30 05:12:24,false,"Greeley Running","3.44","606","00:39:05","137","153","3.0","162","172","11:23","9:49","83","115","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-08-22 05:27:12,false,"Greeley Running","4.01","554","00:47:49","120","128","2.0","162","170","11:55","9:39","107","104","0.83","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-08-21 04:36:05,false,"Greeley Running","8.01","1,374","01:24:09","142","157","3.6","168","175","10:30","8:41","157","138","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-08-20 05:19:18,false,"Greeley Running","3.02","462","00:32:03","129","145","2.4","167","178","10:38","9:11","53","88","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-08-19 06:15:06,false,"Greeley Running","16.01","2,460","02:48:08","141","165","3.6","169","182","10:30","8:23","429","355","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","17","0.0"
running,2018-08-18 06:08:46,false,"Greeley Running","8.01","1,330","01:24:36","141","157","3.7","168","180","10:34","8:07","163","145","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-08-16 05:14:06,false,"Greeley Running","3.95","612","00:43:06","135","170","2.8","159","186","10:55","6:37","173","212","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
running,2018-08-15 05:11:07,false,"Greeley Running","4.01","606","00:41:25","134","149","2.9","167","174","10:19","8:30","112","155","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-08-14 04:45:25,false,"Greeley Running","8.02","1,450","01:22:09","152","179","5.0","169","182","10:15","8:38","219","204","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-08-13 05:13:20,false,"Greeley Running","3.01","440","00:31:45","129","141","2.3","168","178","10:32","9:11","47","90","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-08-12 05:29:02,false,"Greeley Running","10.02","1,380","01:48:32","133","157","2.9","168","177","10:50","9:16","144","139","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-08-11 06:03:20,false,"Greeley Running","7.02","1,156","01:15:45","142","157","3.5","165","179","10:48","8:52","151","80","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-08-09 05:53:58,false,"Austin Running","5.15","890","00:53:32","154","184","4.1","156","184","10:24","7:00","143","154","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","14","0.0"
running,2018-08-08 05:36:20,false,"Austin Running","3.01","511","00:34:07","136","153","3.0","163","186","11:20","9:11","91","138","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-08-07 05:12:31,false,"Austin Running","7.02","1,278","01:14:43","152","173","4.7","164","175","10:39","8:46","170","167","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-08-06 05:31:39,false,"Austin Running","3.02","535","00:31:55","147","169","3.4","165","180","10:34","8:36","92","147","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-08-05 01:47:28,false,"Greeley Running","6.95","1,186","01:13:58","144","170","3.6","167","176","10:38","9:29","167","152","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-08-04 05:10:26,false,"Greeley Running","14.01","2,413","02:27:12","149","168","4.2","166","175","10:30","8:57","209","222","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","15","0.0"
running,2018-08-02 05:05:32,false,"Greeley Running","3.74","643","00:35:22","154","178","3.9","170","178","9:28","7:50","102","145","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-08-01 05:28:25,false,"Greeley Running","3.01","477","00:30:19","138","154","3.0","170","176","10:04","8:47","114","77","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-31 05:08:59,false,"Greeley Running","7.01","1,119","01:05:04","150","179","4.6","172","184","9:17","6:26","130","109","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-07-30 05:28:36,false,"Greeley Running","3.02","456","00:32:14","131","152","2.5","166","174","10:42","9:20","90","101","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-29 05:11:53,false,"Greeley Running","13.11","2,086","02:24:32","141","168","3.5","167","176","11:01","8:51","330","321","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","14","0.0"
running,2018-07-28 05:29:39,false,"Greeley Running","6.02","1,049","01:05:21","144","159","3.5","165","176","10:52","8:54","159","143","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-07-26 05:15:16,false,"Greeley Running","3.64","633","00:39:57","142","176","3.2","159","238","10:59","6:02","149","175","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-07-25 05:12:25,false,"Greeley Running","3.02","511","00:31:45","139","161","3.0","166","175","10:31","8:44","87","85","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-24 05:05:41,false,"Greeley Running","6.21","1,022","01:03:35","143","168","3.9","169","227","10:14","8:56","151","173","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-07-23 05:17:11,false,"Greeley Running","3.01","467","00:32:42","132","150","2.5","167","210","10:51","9:16","72","78","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-22 05:06:09,false,"Greeley Running","8.01","1,413","01:22:55","150","171","4.9","170","178","10:21","9:13","169","162","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-07-21 05:09:05,false,"Greeley Running","6.04","963","01:04:55","137","153","3.1","166","175","10:45","9:24","158","167","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-07-19 05:09:06,false,"Greeley Running","4.56","738","00:48:17","142","165","3.3","163","180","10:36","7:35","146","180","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-07-18 05:08:07,false,"Greeley Running","3.01","495","00:32:34","136","155","3.0","166","173","10:49","8:41","55","98","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-17 05:12:01,false,"Greeley Running","6.02","1,030","01:04:40","143","167","3.8","168","176","10:44","9:09","109","117","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-07-16 05:07:49,false,"Greeley Running","3.01","488","00:32:08","137","156","3.0","166","229","10:40","9:08","97","90","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-15 04:58:38,false,"Greeley Running","11.01","1,979","02:03:19","146","186","4.5","166","205","11:12","9:41","58","148","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-07-14 05:02:54,false,"Greeley Running","5.01","817","00:51:59","142","162","3.6","168","176","10:22","9:25","68","115","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-07-12 04:57:58,false,"Junction Running","3.05","501","00:30:11","149","165","3.4","170","178","9:54","8:36","56","33","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-11 05:31:05,false,"Edinburg Running","3.01","508","00:32:29","141","159","3.1","166","172","10:47","9:02","--","--","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-10 05:31:14,false,"Edinburg Running","5.01","836","00:53:50","143","167","3.8","167","175","10:44","9:13","--","--","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-07-09 05:29:29,false,"Edinburg Running","3.01","483","00:32:23","138","152","3.1","166","175","10:45","8:54","--","--","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-07-08 05:32:55,false,"Edinburg Running","10.01","1,776","01:59:48","142","187","4.7","162","175","11:58","10:05","13","13","0.83","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-07-07 05:30:37,false,"Edinburg Running","5.01","872","00:55:17","143","167","3.7","165","175","11:02","8:41","--","--","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-07-05 05:19:18,false,"Edinburg Running","3.85","682","00:44:11","146","177","3.4","157","180","11:29","8:35","3","3","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
running,2018-07-04 05:33:47,false,"Edinburg Running","3.01","458","00:33:10","131","146","2.6","165","172","11:01","10:05","--","3","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
